name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
ho chi minh,2022-03-14T16:00:00,30.2,34.4,23,65.32,0,0,,0,0,21.2,13.3,52,1006,49.1,9.1,301,1.1,3,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-14T17:00:00,29,33.6,24,74.46,0,0,,0,0,25.9,11.2,210,1006,50,10,246,0.9,2,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2022-03-14T18:00:00,30,34.1,23,66.18,0,0,,0,0,28.8,13,160,1006,50,10,213,0.8,2,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2022-03-14T19:00:00,28.9,32.7,23.1,70.69,0,0,rain,0,0,32,14.4,158,1007,48.1,10.9,178,0.6,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-14T20:00:00,29,32.7,23,70.11,0,0,,0,0,34.2,11.2,140,1007,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-14T21:00:00,29,32.7,23,70.11,0.1,100,rain,0,0,35.3,11.2,140,1008,50,10,0,,0,3,"Rain, Partially cloudy",rain,"48900099999,VVTS"
ho chi minh,2022-03-14T22:00:00,27.9,31.7,24,79.17,0,0,,0,0,35.3,10.8,164,1009,46.2,10.9,0,,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-14T23:00:00,28,31.9,24,78.92,0,0,,0,0,37.1,11.2,150,1009,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-15T00:00:00,28,31.9,24,78.92,0,0,,0,0,38.5,13,140,1008,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-15T01:00:00,26.9,30,24,84.05,0,0,,0,0,33.5,13.2,132,1008,48.1,10.9,0,,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-15T02:00:00,27,30.1,24,83.68,0,0,,0,0,28.4,14.8,140,1008,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-15T03:00:00,27,30.1,24,83.68,0,0,,0,0,23,13,140,1008,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-15T04:00:00,27,30,24,83.86,0,0,,0,0,15.1,11.5,131,1007.1,53.8,10.9,0,,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-15T05:00:00,27,30.1,24,83.68,0,0,,0,0,6.1,14.8,130,1007,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-15T06:00:00,27,30.1,24,83.68,0,0,,0,0,5.4,11.2,130,1008,27,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-15T07:00:00,27.9,31.7,24,79.57,0,0,,0,0,13.7,7.5,131,1009,30.1,10.9,11,0,0,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
