Ngay,NhietDoToiDa,NhietDoToiThieu,NhietDo,NhietDoCamGiac,SuongMu,DoAm,Mua,XacSuatMua,LuongMua,TocDoGio,HuongGio,ApSuat,MayBaoPhu,TamNhin,ChiSoUV,KetLuan
8/20/2021,33,24,27.5,30.1,24.7,85.7,3.3,100,66.67,24.1,178,1009.1,72.7,8.7,6,"Mua, Co may"
8/21/2021,34,23,27.8,30.5,24.6,84.6,2.1,100,54.17,8.8,214.9,1009.2,57.7,8.4,9,"Mua, Co may"
8/22/2021,34,25.9,29.1,33.5,25.1,80.7,48.2,100,4.17,22.3,239.8,1008.3,60,9.9,6,"Mua, Co may"
8/23/2021,32,25,27.6,30.2,25.3,88.4,0.6,100,8.33,19.3,198,1007.9,73.2,9.6,6,"Mua, Co may"
8/24/2021,31.1,24,26.9,28.7,25.1,91.1,0.1,100,4.17,29.5,218.8,1007.2,76.8,8.9,5,"Mua, Co may"
8/25/2021,31.1,25,27.2,29.7,24.9,87.9,2.1,100,8.33,24.1,246.7,1007.4,73.1,9.4,5,"Mua, Co may"
8/26/2021,31,25,26.7,28.2,24.7,89.8,0.1,100,4.17,22.3,196,1008,74.9,9.7,5,"Mua, Co may"
8/27/2021,33,25,28.5,32.2,24.7,81.4,2,100,4.17,15.3,238.3,1007.6,60.7,9.8,8,"Mua, Co may"
8/28/2021,32,24,26.6,28.8,24.9,90.7,0.4,100,8.33,16.6,211.9,1007.6,73.3,8.5,8,"Mua, Co may"
8/29/2021,32,24,27.4,30.4,24.5,85.4,4,100,4.17,14.8,254.8,1007.4,65.1,9,4,"Mua, Co may"
8/30/2021,33,23.3,27.2,29.5,24.7,88,31.7,100,12.5,20.5,218.3,1008.2,67.5,9.4,4,"Mua, Co may"
8/31/2021,33.7,25,27.5,30.5,25,87.1,10.9,100,58.33,16.6,209.4,1008.8,71.5,9.3,7,"Mua, Co may"
9/1/2021,33,25.1,28.5,31.9,24.9,81.9,0.1,100,4.17,14.8,224.2,1008.4,55.6,9.8,6,"Mua, Co may"
9/2/2021,31,25,27.7,31.1,24.8,84.5,1,100,4.17,20.5,198.2,1008.2,57.3,10.6,7,"Mua, Co may"
9/3/2021,32,25,27.7,30.5,24.8,85.3,14.8,100,66.67,22.3,270.7,1007.5,66.9,9.9,4,"Mua, Co may"
9/4/2021,31,24.8,26.8,29.2,24.9,89.9,37,100,16.67,24.1,263,1008.3,79.5,9.9,6,"Mua, Co may"
9/5/2021,32,24,27.1,29.2,24.2,85.6,0.1,100,4.17,16.6,291.5,1008.8,71.4,9.8,5,"Mua, Co may"
9/6/2021,32,24,27.7,30.5,24.1,81.9,0.2,100,4.17,18.4,259.5,1008.9,55.7,10.1,7,"Mua, Co may"
9/7/2021,33,25,27.9,31.4,24.8,84.3,27.3,100,4.17,22.3,254.9,1007.8,58.5,9.9,6,"Mua, Co may"
9/8/2021,32,26,27.9,31.9,25.1,84.9,10.1,100,8.33,22.3,227.4,1006.5,58.6,10.1,6,"Mua, Co may"
9/9/2021,32,25,27.2,29.6,24.9,87.9,3.7,100,8.33,40.7,224.5,1007.8,70,9.8,3,"Mua, Co may"
9/10/2021,30.1,25,27.3,30.5,25.4,89.8,0.8,100,8.33,24.1,243.9,1008.2,74.7,9.9,4,"Mua, Co may"
9/11/2021,32,26,28,31.2,24.9,84,0.2,100,4.17,31.7,276.7,1006.8,64,10.1,3,"Mua, Co may"
9/12/2021,31,24,27.2,29.6,24.8,87.5,10.4,100,8.33,31.7,266,1004.7,68.6,9.7,8,"Mua, Co may"
9/13/2021,32.1,25,27.1,29.5,25.4,90.9,0.2,100,8.33,19.2,257.9,1005.7,65.3,9.6,5,"Mua, Co may"
9/14/2021,30,24,26.8,29.7,25.7,94.2,8,100,8.33,24.1,213.8,1008.1,71.5,8.9,4,"Mua, Co may"
9/15/2021,31,25,27.4,30,24.6,85.6,69,100,4.17,18.4,220,1010,72.8,10.2,5,"Mua, Co may"
9/16/2021,32,25,28,31.6,25.3,86.4,0.2,100,8.33,11.2,207.6,1009.6,62,9.5,6,"Mua, Co may"
9/17/2021,33,25,28.1,31.5,24.6,82.8,20.2,100,8.33,20.5,195.6,1009.1,65.2,9.5,7,"Mua, Co may"
9/18/2021,33.8,25,27.5,30.4,24.5,84.5,1.6,100,54.17,13,167.3,1008.6,56.1,9.7,7,"Mua, Co may"
9/19/2021,30,24,26.6,28.4,24.7,90.1,12.1,100,12.5,13,285.8,1008.5,79.4,8.4,3,"Mua, Co may"
9/20/2021,32,24,27,29.3,24.1,84.8,0.4,100,8.33,26.1,253.5,1008.4,71.7,10,9,"Mua, Co may"
9/21/2021,32,25,27.2,28.9,24.3,85,12.3,100,66.67,22.3,233.1,1008.2,73.3,10.1,6,"Mua, Co may"
9/22/2021,32,25,27.6,30.6,24.8,85.1,12,100,4.17,18.4,241.7,1008.2,58.8,10.1,5,"Mua, Co may"
9/23/2021,32,25,27.7,30,24.1,82.4,0.1,100,4.17,19.3,258.3,1008.6,79.2,9.9,4,"Mua, Co may"
9/24/2021,33,24,27.3,30.1,25.2,89.1,1.4,100,8.33,16,237,1008.5,80.8,9.9,6,"Mua, Co may"
9/25/2021,31,24,26.9,28.6,25,89.9,7.4,100,4.17,22.3,218.4,1008.1,69.8,9.5,7,"Mua, Co may"
9/26/2021,32,25,26.6,28.5,24.9,91.7,3.1,100,8.33,11.2,167.7,1007.7,82.3,9.5,5,"Mua, Co may"
9/27/2021,33,24,28.6,32.3,24.5,80.1,2,100,54.17,16.6,139.2,1007.9,50.8,10,6,"Mua, Co may"
9/28/2021,33.9,26,29,33.6,25,80.9,0.1,100,4.17,14.1,156.4,1008.2,57.5,9.5,7,"Mua, Co may"
9/29/2021,33,26,28.6,32.9,25,81.8,0.1,100,4.17,16.6,199.5,1007.7,63.6,9.5,8,"Mua, Co may"
9/30/2021,32,25,27.6,30.8,25.1,87,35,100,12.5,11.2,239.1,1008.5,69.9,9.1,7,"Mua, Co may"
10/1/2021,32,25,27.7,31,25.2,86.7,9.8,100,20.83,18.4,179.9,1009.2,64.5,9.1,4,"Mua, Co may"
10/2/2021,29,24,25.8,27.7,24.5,93,31.3,100,87.5,22.3,170.7,1009.7,82.3,9.1,6,"Mua, Co may"
10/3/2021,30,24,27,29.9,24.5,87,7.3,100,25,9.4,179.4,1008.7,58.1,9.8,5,"Mua, Co may"
10/4/2021,32,25,27.9,31.3,25.1,85.6,0.1,100,4.17,13,239.4,1007,72.8,9.2,5,"Mua, Co may"
10/5/2021,32,24.1,27.4,29.8,24.8,86.9,22.1,100,8.33,20.5,234,1005.8,79.4,8.5,4,"Mua, Co may"
10/6/2021,29,25,26.6,28.9,25.6,94.6,12.1,100,8.33,9.4,254,1004.7,82.7,8.3,4,"Mua, Co may"
10/7/2021,30,24,26.9,29.4,25.2,91.5,10,100,12.5,16.6,259.1,1004.1,73.4,8.6,6,"Mua, Co may"
10/8/2021,31.1,25,27.8,31.9,25.4,87.5,5,100,4.17,22.3,260,1004.6,69.8,9.9,5,"Mua, Co may"
10/9/2021,31,25.2,27.2,30,25.6,91.2,5.3,100,4.17,28.4,258.2,1006.4,69.9,10,4,"Mua, Co may"
10/10/2021,32,26,28.1,32.7,25.8,88.1,0.9,100,8.33,24.1,257.5,1005.9,61.8,10.1,6,"Mua, Co may"
10/11/2021,30,24,27.1,30.9,25.4,90.7,15,100,8.33,20.5,258.2,1005.3,71.6,9.2,3,"Mua, Co may"
10/12/2021,31,25,27.4,30.3,25,87.7,50,100,8.33,29.5,256.8,1005,85.7,9,4,"Mua, Co may"
10/13/2021,32,26,28.2,32,25,83.6,5.3,100,66.67,27.7,260.4,1004,69,10.3,5,"Mua, Co may"
10/14/2021,32,26.9,28.4,33.9,25.8,86.4,7,100,4.17,25.9,233.4,1005.3,74.5,10,7,"Mua, Co may"
10/15/2021,34,25,28.4,32.4,25.2,84,0.7,100,4.17,29.5,222.1,1006.5,65.1,9.8,5,"Mua, Co may"
10/16/2021,29,25,26.4,28.3,24.8,91.3,8,100,8.33,11.2,166.8,1007.8,88.9,8.9,5,"Mua, Co may"
10/17/2021,30,23,26.3,27.9,23.4,84.9,4.9,100,54.17,25.2,257.8,1008.5,75.6,9.9,6,"Mua, Co may"
10/18/2021,32,26,28.6,32.2,24.4,79.2,0.3,100,12.5,13,137.4,1009.9,47.9,10.3,5,"Mua, Co may"
10/19/2021,33,26,28.9,33.6,25.1,80.7,3,100,8.33,16.6,128.2,1012.3,47.9,10.3,6,"Mua, Co may"
10/20/2021,31.9,25,27.1,29.8,25.4,90.8,9,100,4.17,14.8,166.8,1012.4,58.5,8.1,4,"Mua, Co may"
10/21/2021,32,25,27.7,30.5,24.3,83,10,100,4.17,14.8,192.7,1011.7,65.5,8.4,5,"Mua, Co may"
10/22/2021,32,25,27.7,31.1,24.8,84.8,8,100,4.17,12.8,105.6,1011.8,58.8,8.9,6,"Mua, Co may"
10/23/2021,34,24,27.6,29.8,24.3,84.7,60,100,4.17,18.4,138.2,1011.8,61.3,8.1,5,"Mua, Co may"
10/24/2021,33,24,27.3,29.6,24.7,87.6,67,100,8.33,16,256.9,1010.5,55,7.8,9,"Mua, Co may"
10/25/2021,31,24,27.4,30.2,24.4,84.5,1.8,100,45.83,10.8,169.3,1009.4,71.6,9.5,7,"Mua, Co may"
10/26/2021,31.9,25,28,30.1,22.3,72.4,0.6,100,16.67,16.6,93.2,1008.2,71.5,10.1,8,"Mua, Co may"
10/27/2021,29,24,26.6,27.9,23.5,83.8,1,100,4.17,16.6,249,1008.8,99.7,9,7,"Mua, Am u"
10/28/2021,32.9,24,28.4,31.2,22.9,73.6,1.7,100,45.83,16.6,132.5,1010.3,44.6,10.3,5,"Mua, Co may"
10/29/2021,35,26,29.1,33.4,24.5,77.9,0.7,100,12.5,16.6,100,1011.4,46,10.3,6,"Mua, Co may"
10/30/2021,33,25,28.3,31.6,24.4,80.8,0.1,100,4.17,16.6,120.5,1011.6,65.8,9.1,6,"Mua, Co may"
10/31/2021,33,25,28.1,31.4,24.4,81.5,0.7,100,16.67,22.5,101.9,1011.8,49.4,9.9,5,"Mua, Co may"
11/1/2021,34,25,28.8,32.6,24.7,79.9,0.1,100,4.17,16.1,123.3,1011,49.1,9.2,6,"Mua, Co may"
11/2/2021,34,25,29.2,32,23.4,73.4,2.5,100,25,14.8,142.9,1010.7,45.6,9.9,9,"Mua, Co may"
11/3/2021,34,25,29.5,32.5,23.1,70.8,7.7,100,58.33,11.2,122.7,1009.9,44,9.6,5,"Mua, Co may"
11/4/2021,34,25,29.3,32,22.6,69.2,0.2,100,8.33,18,111.4,1009.7,44.5,9.8,5,"Mua, Co may"
11/5/2021,33,25,28.6,31.5,23.8,76.7,2.3,100,41.67,18.4,131.8,1008.6,40.2,9.9,5,"Mua, Co may"
11/6/2021,34,25,29.1,32.5,23.7,74.5,9.4,100,54.17,14.8,124.5,1007,46,9.9,8,"Mua, Co may"
11/7/2021,33.8,25,29.1,33.6,24.5,77.5,0.8,100,12.5,14.8,117.6,1007.1,57.9,10,6,"Mua, Co may"
11/8/2021,34,26,29.8,33.8,23.8,71.7,3.7,100,54.17,22.3,118,1008.1,55.3,10.2,6,"Mua, Co may"
11/9/2021,31.9,25,28.1,31,24,79.8,1.8,100,54.17,9.4,123.5,1009,68.3,8.7,5,"Mua, Co may"
11/10/2021,33,25,28.6,31.1,23.2,74.4,6.1,100,54.17,14.8,75.7,1009,46.5,9.8,6,"Mua, Co may"
11/11/2021,31,25,26.8,28.4,23.9,84.5,0.3,100,4.17,13,156.3,1009.2,76.1,9.5,6,"Mua, Co may"
11/12/2021,34,24,27.9,30.9,24.4,82.9,0.1,100,4.17,14.8,151.2,1009.4,55.5,9.1,6,"Mua, Co may"
11/13/2021,33,25,28.6,31.4,23.9,77.8,6.5,100,66.67,22.3,131.9,1009.5,47.1,9.2,7,"Mua, Co may"
11/14/2021,30,25,26.8,28.6,24.2,86.1,0.3,100,4.17,11.2,188.3,1010.2,63.6,9.1,7,"Mua, Co may"
11/15/2021,32,24,27.8,30.4,24,81.3,7.2,100,58.33,14.8,120.9,1008.3,53.9,9.4,7,"Mua, Co may"
11/16/2021,32,25,27.8,30.7,24,80.7,2.2,100,4.17,14.8,137.9,1008.9,61.6,9.1,4,"Mua, Co may"
11/17/2021,34,25,27.9,30.5,24.9,85.7,0.5,100,4.17,13,152.7,1009,64.1,8,7,"Mua, Co may"
11/18/2021,32,25,27.7,30.5,24.7,84.8,12.1,100,4.17,13,138.6,1008.4,65.1,8.4,6,"Mua, Co may"
11/19/2021,33,25,28.5,31.9,24.6,81.1,0.1,100,4.17,14.8,215,1007.1,53,8.5,6,"Mua, Co may"
11/20/2021,31,25,27.1,29.5,25.1,89.1,15.3,100,8.33,16.6,185.6,1007.2,69.8,8.5,6,"Mua, Co may"
11/21/2021,33,24,28.5,31.7,24,78.6,0.6,100,8.33,11.2,171.9,1008.1,49.6,8.2,8,"Mua, Co may"
11/22/2021,31.9,26,28.6,32.9,24.5,78.8,8.8,100,66.67,24.1,116.3,1009.1,62.5,10.5,4,"Mua, Co may"
11/23/2021,33,24.1,27.6,29.8,24.2,83.4,5,100,66.67,7.6,136.4,1009,55.7,9.4,6,"Mua, Co may"
11/24/2021,33.9,24,28.4,30.6,22.9,74.6,0.2,100,8.33,13,158,1009.6,58.7,9,4,"Mua, Co may"
11/25/2021,32,25,28,29.8,22.3,72.4,4.2,100,54.17,13.7,113.9,1009.8,76,9.7,5,"Mua, Co may"
11/26/2021,32,24,27.8,29.3,20.8,66.6,0,0,0,20.5,129.2,1009.3,56.6,10.3,5,Co may
11/27/2021,28,25,26,26.4,21,74,3,100,58.33,22.3,37,1009.5,78.1,10,4,"Mua, Co may"
11/28/2021,31,24,26.8,28.4,22.9,80.7,2.4,100,41.67,13,209.1,1008.4,69.9,10.1,5,"Mua, Co may"
11/29/2021,30,25,26.7,29,24.7,89.1,3.1,100,8.33,12.1,139,1007.8,84.1,8.7,3,"Mua, Co may"
11/30/2021,29,25,26.1,26.9,24.2,89.4,6,100,4.17,20.5,86.4,1009.2,73.3,9.7,3,"Mua, Co may"
12/1/2021,31,24,26.8,27.7,21.6,75.6,0,0,0,14.8,135.9,1010.3,68.2,9.6,7,Co may
12/2/2021,30.9,22,26.2,26.6,18.9,66.1,0,0,0,11.7,116.7,1011.4,46.3,9.6,9,Co may
12/3/2021,31,22,26.2,26.5,18.2,63.3,0.2,100,8.33,11.2,179,1012.8,42.8,10.2,8,"Mua, Co may"
12/4/2021,29,21,24.5,24.6,16.4,62,0,0,0,13,177.3,1013,57.1,9.6,9,Co may
12/5/2021,30,19,25,25.5,18.1,67,0,0,0,12.4,273.1,1012,54.7,9.9,9,Co may
12/6/2021,31,21,26.6,27.5,20.5,71,0,0,0,12.4,194.3,1011.2,45.6,10.1,9,Co may
12/7/2021,30.9,22,26.3,27.1,19.8,68.5,0,0,0,11.2,176.3,1011.8,48.6,10,8,Co may
12/8/2021,32,21,27.2,28.2,19.9,66.9,0,0,0,9.4,161.3,1012,51.6,8.6,9,Co may
12/9/2021,31,25,27.3,29,22.2,74.5,0.1,100,4.17,11.2,138.6,1012.3,74.9,9,6,"Mua, Co may"
12/10/2021,33,22,27.1,27.4,18.3,60.2,0.1,100,4.17,10.8,114.8,1012.1,37.4,9,8,"Mua, Co may"
12/11/2021,32,23,26.6,27.1,20.3,71,0,0,0,11.2,275.3,1012.3,51.9,9.1,8,Co may
12/12/2021,32,23,27.4,29.2,22,74.2,0,0,0,13,187.8,1011.4,51.2,9.1,8,Co may
12/13/2021,33,23,27.9,28.5,19.8,64.4,0,0,0,16.6,85.4,1010.8,35.5,10.1,9,Co may
12/14/2021,32,23,27.5,28.8,20.4,66.5,0,0,0,11.2,133.9,1009.4,59.8,10.3,8,Co may
12/15/2021,34,24,28.4,30.1,21.5,68.5,0,0,0,11.2,140,1009,58.4,10.1,8,Co may
12/16/2021,32,26,28.9,32.8,24,75.6,0.1,100,4.17,9.4,171.3,1009.5,63.2,8.5,8,"Mua, Co may"
12/17/2021,32,25,28.3,30.6,22.9,74.1,1,100,29.17,11.2,119,1009.7,51,9.9,8,"Mua, Co may"
12/18/2021,33,23,27.7,28.2,18.8,60.9,0,0,0,18.4,78.8,1009.5,43.2,9.5,8,Co may
12/19/2021,31,24,26.6,26.8,17.1,56.6,0,0,0,21.4,238.1,1009.7,68.4,9.8,7,Co may
12/20/2021,31,23,26.7,27.7,19.7,66.5,0,0,0,14.8,274.6,1011.8,59.4,10.3,8,Co may
12/21/2021,32.8,23.1,27.6,29.3,22.4,75,0,0,0,14.8,126.3,1012,57.7,9.5,8,Co may
12/22/2021,31,25,26.9,28.5,23.6,83.1,1.1,100,12.5,14,135.2,1011.4,66.5,9.2,5,"Mua, Co may"
12/23/2021,32,25,27.5,28.9,22.7,77.5,0.6,100,4.17,14.8,132.8,1011,63.2,8.4,5,"Mua, Co may"
12/24/2021,32,23,26,26.7,22.3,82.9,0,0,0,19.9,160.7,1011.2,57.5,9,7,Co may
12/25/2021,33,23,27.2,28.4,22,76,0,0,0,14.8,145.5,1011.8,54.1,8.9,9,Co may
12/26/2021,32,24,27.9,30.1,22.8,75.2,0,0,0,11.2,212.5,1012.5,68.4,9.8,8,Co may
12/27/2021,33,24,27.3,28.8,23.5,81.9,0.1,100,4.17,14.8,147.6,1012.9,60.1,8.4,8,"Mua, Co may"
12/28/2021,31,23.5,27.1,28.9,23.7,83,1,100,4.17,13,93.1,1012.3,69.3,8.7,8,"Mua, Co may"
12/29/2021,32,24,27.4,29,22.4,76.4,0,0,0,16.6,72.1,1012.2,69.2,9.4,8,Co may
12/30/2021,33,24,27.8,28.4,19,60.4,0,0,0,18.4,48.7,1013.3,49.1,10.3,7,Co may
12/31/2021,32.8,23,27.6,28,17.7,56.4,0,0,0,14.8,64.3,1013.2,41.2,10.3,8,Co may
1/1/2022,33,23,27.5,28.2,18.2,58.5,0,0,0,14.8,89.6,1013,44.6,10.3,8,Co may
1/2/2022,32.6,23,27.6,28.8,20.1,65.6,0,0,0,14.8,97.1,1012.3,47.9,10.1,8,Co may
1/3/2022,32,24.1,27.5,28.5,20.8,68.3,0,0,0,13,114.8,1011.4,49.6,9.9,7,Co may
1/4/2022,32,24,27.3,28.9,22.3,75.4,4,100,4.17,13,143.7,1011.5,48.3,9.2,8,"Mua, Co may"
1/5/2022,32,24,27.6,29.5,22,72.3,0,0,0,10.8,147.2,1011.5,56.3,9.9,8,Co may
1/6/2022,31,24.1,27.6,29.9,22.8,76,0,0,0,9.4,169.3,1011.8,66.4,8.9,7,Co may
1/7/2022,33,26,28.4,30.2,22.1,70.3,0.1,100,4.17,18.4,128.6,1012.2,63.5,9.3,9,"Mua, Co may"
1/8/2022,33,24,27.8,29.2,21,68,0.9,100,33.33,13,170.1,1012.1,48,9.4,9,"Mua, Co may"
1/9/2022,32.9,23,27.4,28.5,21.1,70.9,0,0,0,18.4,122.2,1011.1,47.3,10.2,9,Co may
1/10/2022,32,25,27.9,29.5,21.8,71.1,0,0,0,15.3,112.1,1011.7,60.2,9.3,9,Co may
1/11/2022,34,24,27.8,28.6,20,64.9,0,0,0,16.4,131.5,1012.6,44.9,10.2,8,Co may
1/12/2022,32,22,26.7,26.9,18.1,61.9,0,0,0,14.8,146.1,1013.1,37.9,10.3,8,Co may
1/13/2022,30,21,26.1,26.7,19.3,68.5,0,0,0,14.8,161.3,1013.2,38.8,9.1,8,Co may
1/14/2022,33,22.1,27.1,27.2,17.9,60.4,0,0,0,16.6,133.1,1013.3,59.3,9.8,8,Co may
1/15/2022,34,21,26.7,27.1,18.9,65.9,0,0,0,14.8,143,1012.6,48.4,9.1,8,Co may
1/16/2022,33,22,27.6,28,18.5,60.9,0,0,0,16.6,100.5,1012.4,28.9,10.2,8,Co may
1/17/2022,32,24,27.6,28.4,19.8,63.6,0,0,0,11.2,200.7,1012.5,57.9,9.3,8,Co may
1/18/2022,33,23,27.4,28.2,20.3,67.7,0,0,0,18.4,167.3,1011.6,44,9.6,8,Co may
1/19/2022,31.8,24,27.1,27.7,20.1,67.6,0,0,0,18.4,201.6,1010.5,46.5,9.8,8,Co may
1/20/2022,32,23,27,27.6,20.1,68.8,0,0,0,14.8,263.6,1010.3,43.4,9,8,Co may
1/21/2022,33.7,23,27.3,28.1,19.9,66,0,0,0,22.3,196.7,1010.7,48.4,9.4,8,Co may
1/22/2022,33.7,23,27.5,28.1,20.3,67.4,0,0,0,21.6,169.2,1009.6,42.6,10,8,Co may
1/23/2022,33,24.9,27.6,28.9,21.6,71.3,0,0,0,16.6,147.9,1009.8,61.2,10.3,8,Co may
1/24/2022,33,24.9,28.1,29.8,22.3,72.9,0,0,0,18.4,198.2,1009.6,47.7,9.6,8,Co may
1/25/2022,31,25,27.6,29.4,22.5,74.8,0,0,0,18.4,171.6,1009.9,50.8,9.9,7,Co may
1/26/2022,33,24,27.5,29,22.5,75.8,0,0,0,18,155.7,1010.2,46.4,9.1,8,Co may
1/27/2022,35,24,27.8,28.8,21.4,73,0,0,0,20.5,196,1009.7,40.7,8.1,9,Co may
1/28/2022,33,24,27.8,29.2,21.8,72.5,0,0,0,13,260.3,1010.2,45.8,9.3,9,Co may
1/29/2022,33,25,28,30,23.1,76.5,0,0,0,14.8,214.9,1009.8,57.4,9.5,8,Co may
1/30/2022,32,25.9,27.7,29.3,22.6,74.7,0,0,0,24.1,162.5,1010.3,56.4,9.9,8,Co may
1/31/2022,34,24.9,28.4,29.2,20.2,64.1,0,0,0,22.3,132.9,1009.9,39.9,10.3,9,Co may
2/1/2022,35,25,29.1,29.9,19.8,60.1,0,0,0,18.4,129.7,1010.2,35.8,10.3,8,Co may
2/2/2022,35,24,29.2,30.1,19.3,57.5,0,0,0,20.5,133.3,1010.8,30.8,10.3,8,Co may
2/3/2022,36,24,29.1,30.6,20.6,62.4,0.2,100,8.33,19.9,122.5,1010.6,38.2,10.3,8,"Mua, Co may"
2/4/2022,35,24,28.8,30.3,21.2,66.4,1.5,100,16.67,14.1,107.5,1010,53,10.1,9,"Mua, Co may"
2/5/2022,35,24,28.7,29.7,19.7,60.6,0,0,0,14.8,92,1010.4,43.4,10.3,9,Co may
2/6/2022,33,23,28.5,29.3,18.6,56.7,0.1,100,4.17,19.3,118.1,1011,55.4,10.3,8,"Mua, Co may"
2/7/2022,34.7,24,29.2,30.6,20.4,61,0.3,100,8.33,18.4,95.2,1010.5,48.9,10.3,9,"Mua, Co may"
2/8/2022,33,26.9,28.8,31,20.8,62.8,1.6,100,20.83,17.7,147.8,1010.4,44.1,10,6,"Mua, Co may"
2/9/2022,35,24,29,30.5,20.4,61.5,0.1,100,4.17,18.4,116.2,1010.3,49.4,10.1,8,"Mua, Co may"
2/10/2022,35,25,29.4,30.7,19.9,58.6,0.4,100,12.5,20.5,104.8,1009.5,47.9,10.1,7,"Mua, Co may"
2/11/2022,33,25,28.7,30.5,21.2,65.5,1.1,100,12.5,19.9,120.1,1008.9,48.5,10,8,"Mua, Co may"
2/12/2022,35.7,25,29.4,30.5,19.9,59.6,0,0,0,15.7,89.1,1008.1,39.6,9.9,8,Co may
2/13/2022,33,25,28.9,30.5,20.7,62.3,0,0,0,18.4,116.1,1007.4,44.9,10,7,Co may
2/14/2022,34.9,25.9,29.2,31.2,21.7,66,0.4,100,8.33,18.4,115.4,1007.8,51.8,9.9,8,"Mua, Co may"
2/15/2022,34,25,28.9,30.3,21.3,66.1,0.1,100,4.17,27.7,133.5,1008.6,49.7,9.8,8,"Mua, Co may"
2/16/2022,34,26,29.1,30.7,20.8,62.6,0,0,0,20.9,130.6,1008,52.8,10.3,8,Co may
2/17/2022,33,25.9,28.6,30.5,21.9,68.5,0,0,0,24.1,145.8,1007.9,40.1,10.3,9,Co may
2/18/2022,34,25.9,29,31,22,67.8,0,0,0,18.4,146.1,1008.7,32.4,10.1,9,Co may
2/19/2022,32,25.9,28.7,30.9,22.2,69.3,0.1,100,4.17,16,157.1,1010.2,51.9,10.3,9,"Mua, Co may"
2/20/2022,32,25.9,28.3,30.7,23,73.9,0.2,100,8.33,19.3,142.7,1009.8,62.3,10.1,5,"Mua, Co may"
2/21/2022,33.8,25,27.7,29.2,22.4,74.1,9.1,100,12.5,14.8,161.4,1010.5,51.2,10,9,"Mua, Co may"
2/22/2022,32,25,26.6,27.7,23.3,83,16.1,100,33.33,22.3,213.4,1011.8,62,8.6,8,"Mua, Co may"
2/23/2022,33,24,27.6,29.3,22.3,75.1,0.9,100,4.17,14.8,131.7,1012.3,61.8,9,9,"Mua, Co may"
2/24/2022,32,24,27.7,28.2,19.3,62.4,0,0,0,13,80.1,1012.8,74.5,9.5,9,Co may
2/25/2022,33,23,27.6,28,17.2,54.3,0.7,100,12.5,14.8,55.9,1012.7,52.1,10.3,8,"Mua, Co may"
2/26/2022,35,23,28.7,29.4,18.5,56.4,0,0,0,16.6,73.8,1012,36.7,10.3,9,Co may
2/27/2022,35,24,29,29.9,20,61.5,0,0,0,14.8,99.6,1011.7,37.9,10.2,9,Co may
2/28/2022,35,24,29.3,30.5,20.1,60.6,0,0,0,18.4,133.5,1011.1,42.5,10.2,9,Co may
3/1/2022,34,26,29.4,31,19.8,57.2,0,0,0,14.4,121.9,1011.1,49.5,10.1,7,Co may
3/2/2022,34,26,28.6,30.7,20.9,63.9,1.8,100,8.33,17.3,159.5,1010.6,63.2,9.4,7,"Mua, Co may"
3/3/2022,34,26,29.4,30.7,20.6,61.8,0,0,0,16.6,187.8,1010.3,55.2,9.5,9,Co may
3/4/2022,35,25.9,29.6,31.1,19.7,56.1,0,0,0,24.5,172.8,1009.5,45.5,10.1,9,Co may
3/5/2022,34,26.9,29.4,31.9,21.5,64,0.2,100,8.33,14.8,145.8,1009.2,45.9,9.9,7,"Mua, Co may"
3/6/2022,36,24,29.8,31.5,20.7,61,0,0,0,18.4,124.5,1009.1,44.2,10.1,9,Co may
3/7/2022,34.8,26,29.6,31.9,21.2,62,0,0,0,21.6,114.2,1009.6,46.7,10.3,8,Co may
3/8/2022,36,25,29.3,30.3,19.6,58.4,0,0,0,16.6,153.7,1009.2,35.9,10.3,9,Co may
3/9/2022,34,25,28.6,30.2,21,64.5,0,0,0,18.4,194,1008.9,43.5,9.6,9,Co may
3/10/2022,31,24.9,27.3,28.3,20.5,67.3,0,0,0,16.6,174.5,1008.8,43.9,9.5,8,Co may
3/11/2022,34,25,28.7,29.8,20.5,63.5,0,0,0,16.6,228.5,1007.6,44.6,9.5,9,Co may
3/12/2022,32,25,27.6,29.8,23,77,3,100,4.17,24.1,176.2,1007.3,61.9,9,7,"Mua, Co may"
3/13/2022,35,25.9,29.8,32.3,22.3,66.5,0.3,100,8.33,20.5,123.5,1007.3,44.9,9.7,8,"Mua, Co may"
3/14/2022,34.8,26.9,29.6,33,22.7,67.9,0.3,100,12.5,18.4,136,1007.9,49.2,10.2,7,"Mua, Co may"
3/15/2022,35,26.9,29.7,32.9,22.6,67.6,0,0,0,19.9,144.4,1007.3,47.3,10.3,8,Co may
3/16/2022,33,26,29.1,31.6,21.9,66.4,0,0,0,18.4,150,1007.5,45.6,10.3,9,Co may
3/17/2022,34,26,29.2,31.4,21.7,65.7,0,0,0,16.6,147.1,1007.3,48.1,10.1,9,Co may
3/18/2022,34,26,29.5,32.8,23,69.5,0,0,0,16.9,155,1007.3,54.8,10.1,9,Co may
3/19/2022,35,25.1,29.6,32.4,22.7,68.6,0,0,0,24.5,121.7,1006.8,43.9,9.9,9,Co may
3/20/2022,34,26,29,32.6,23.6,74.3,1,100,16.67,29.5,118.3,1007.9,55.1,9.7,9,"Mua, Co may"
3/21/2022,34,27,29.4,32.8,23,70.3,0.3,100,4.17,22.3,139,1009.4,63.3,10.2,8,"Mua, Co may"
